渔船ID,lat,lon,速度,方向,time,type
17527,29.942777777777767,122.31411111111107,0.0,0.0,2019-11-14 16:51:28,围网
17527,29.942777777777767,122.31411111111107,0.0,0.0,2019-11-14 17:01:28,围网
17527,29.942694444444445,122.31413888888888,0.0,0.0,2019-11-14 17:11:28,围网
17527,29.94283333333333,122.31408333333331,0.0,0.0,2019-11-14 17:21:28,围网
17527,29.942694444444445,122.31430555555555,0.0,0.0,2019-11-14 17:31:28,围网
17527,29.942777777777767,122.31413888888888,0.0,0.0,2019-11-14 17:41:28,围网
17527,29.94283333333333,122.31425,0.1,0.0,2019-11-14 17:51:27,围网
17527,29.94286111111111,122.31391666666666,0.1,0.0,2019-11-14 18:01:27,围网
17527,29.942777777777767,122.31413888888888,0.0,0.0,2019-11-14 18:11:27,围网
17527,29.94275,122.31422222222223,0.0,0.0,2019-11-14 18:22:25,围网
17527,29.94275,122.31422222222223,0.0,0.0,2019-11-14 18:31:27,围网
17527,29.94275,122.31413888888888,0.0,0.0,2019-11-14 18:41:27,围网
17527,29.942777777777767,122.31419444444445,0.0,0.0,2019-11-14 18:51:27,围网
17527,29.942805555555548,122.31419444444445,0.0,0.0,2019-11-14 19:01:27,围网
17527,29.942805555555548,122.31422222222223,0.0,0.0,2019-11-14 19:11:27,围网
17527,29.942805555555548,122.31422222222223,0.0,0.0,2019-11-14 19:21:27,围网
17527,29.94283333333333,122.31422222222223,0.0,0.0,2019-11-14 19:31:27,围网
17527,29.94283333333333,122.31419444444445,0.0,0.0,2019-11-14 19:41:27,围网
17527,29.942916666666665,122.31416666666668,0.0,0.0,2019-11-14 19:51:27,围网
17527,29.942916666666665,122.31419444444445,0.0,0.0,2019-11-14 20:01:27,围网
17527,29.942888888888888,122.31416666666668,0.0,0.0,2019-11-14 20:11:27,围网
17527,29.94294444444445,122.31419444444445,0.0,0.0,2019-11-14 20:22:24,围网
17527,29.94305555555556,122.3142777777778,0.0,0.0,2019-11-14 20:31:27,围网
17527,29.94305555555556,122.31422222222223,0.0,0.0,2019-11-14 20:41:25,围网
17527,29.94305555555556,122.3142777777778,0.0,0.0,2019-11-14 20:51:26,围网
17527,29.94305555555556,122.31430555555555,0.0,0.0,2019-11-14 21:01:25,围网
17527,29.94305555555556,122.3142777777778,0.0,0.0,2019-11-14 21:11:27,围网
17527,29.94305555555556,122.31425,0.0,0.0,2019-11-14 21:21:26,围网
17527,29.94308333333333,122.31430555555555,0.0,0.0,2019-11-14 21:31:27,围网
17527,29.94311111111111,122.31422222222223,0.0,0.0,2019-11-14 21:41:27,围网
17527,29.94305555555556,122.31422222222223,0.0,0.0,2019-11-14 21:51:27,围网
17527,29.943027777777786,122.3142777777778,0.0,0.0,2019-11-14 22:01:27,围网
17527,29.943027777777786,122.31416666666668,0.0,0.0,2019-11-14 22:11:27,围网
17527,29.942972222222235,122.31419444444445,0.0,0.0,2019-11-14 22:22:24,围网
17527,29.94286111111111,122.31413888888888,0.0,0.0,2019-11-14 22:31:27,围网
17527,29.94294444444445,122.3142777777778,0.1,0.0,2019-11-14 22:41:27,围网
17527,29.942888888888888,122.31433333333334,0.0,0.0,2019-11-14 22:51:27,围网
17527,29.942972222222235,122.3142777777778,0.0,0.0,2019-11-14 23:01:27,围网
17527,29.94294444444445,122.31433333333334,0.1,0.0,2019-11-14 23:11:27,围网
17527,29.942916666666665,122.31430555555555,0.0,0.0,2019-11-14 23:21:27,围网
17527,29.94294444444445,122.31436111111113,0.0,0.0,2019-11-14 23:31:27,围网
17527,29.942916666666665,122.31438888888887,0.0,0.0,2019-11-14 23:41:27,围网
17527,29.942916666666665,122.31433333333334,0.0,0.0,2019-11-14 23:51:26,围网
17527,29.942888888888888,122.31430555555555,0.0,0.0,2019-11-15 00:01:26,围网
17527,29.942916666666665,122.31436111111113,0.1,0.0,2019-11-15 00:11:26,围网
17527,29.942916666666665,122.31430555555555,0.0,0.0,2019-11-15 00:22:24,围网
17527,29.94286111111111,122.31430555555555,0.0,0.0,2019-11-15 00:31:26,围网
17527,29.942888888888888,122.31430555555555,0.0,0.0,2019-11-15 00:41:26,围网
17527,29.942888888888888,122.31433333333334,0.0,0.0,2019-11-15 00:51:26,围网
17527,29.942916666666665,122.31433333333334,0.1,0.0,2019-11-15 01:01:26,围网
17527,29.942888888888888,122.31438888888887,0.0,0.0,2019-11-15 01:11:26,围网
17527,29.942916666666665,122.31438888888887,0.0,0.0,2019-11-15 01:21:26,围网
17527,29.942972222222235,122.31436111111113,0.0,0.0,2019-11-15 01:31:26,围网
17527,29.942916666666665,122.31441666666666,0.0,0.0,2019-11-15 01:41:26,围网
17527,29.942888888888888,122.31430555555555,0.1,0.0,2019-11-15 01:51:26,围网
17527,29.942916666666665,122.31436111111113,0.0,0.0,2019-11-15 02:01:26,围网
17527,29.942916666666665,122.31433333333334,0.3,0.0,2019-11-15 02:11:27,围网
17527,29.942888888888888,122.31430555555555,0.0,0.0,2019-11-15 02:22:23,围网
17527,29.942888888888888,122.31433333333334,0.0,0.0,2019-11-15 02:31:26,围网
17527,29.942888888888888,122.3142777777778,0.0,0.0,2019-11-15 02:41:26,围网
17527,29.942888888888888,122.31430555555555,0.0,0.0,2019-11-15 02:51:25,围网
17527,29.942916666666665,122.31436111111113,0.0,0.0,2019-11-15 03:01:25,围网
17527,29.94286111111111,122.31430555555555,0.1,0.0,2019-11-15 03:11:26,围网
17527,29.94283333333333,122.31433333333334,0.0,0.0,2019-11-15 03:21:24,围网
17527,29.94286111111111,122.31430555555555,0.0,0.0,2019-11-15 03:31:25,围网
17527,29.94286111111111,122.31433333333334,0.0,0.0,2019-11-15 03:41:25,围网
17527,29.942888888888888,122.31433333333334,0.0,0.0,2019-11-15 03:51:25,围网
17527,29.94286111111111,122.31433333333334,0.0,0.0,2019-11-15 04:01:26,围网
17527,29.94286111111111,122.31436111111113,0.0,0.0,2019-11-15 04:11:26,围网
17527,29.942888888888888,122.31433333333334,0.0,0.0,2019-11-15 04:22:23,围网
17527,29.94286111111111,122.31433333333334,0.0,0.0,2019-11-15 04:31:26,围网
17527,29.942888888888888,122.31433333333334,0.0,0.0,2019-11-15 04:41:25,围网
17527,29.942916666666665,122.31433333333334,0.0,0.0,2019-11-15 04:51:26,围网
17527,29.942916666666665,122.31436111111113,0.0,0.0,2019-11-15 05:01:26,围网
17527,29.942888888888888,122.31430555555555,0.0,0.0,2019-11-15 05:11:26,围网
17527,29.942888888888888,122.31436111111113,0.0,0.0,2019-11-15 05:21:25,围网
17527,29.942916666666665,122.31438888888887,0.0,0.0,2019-11-15 05:31:26,围网
17527,29.942888888888888,122.3142777777778,0.0,0.0,2019-11-15 05:41:26,围网
17527,29.942888888888888,122.31433333333334,0.0,0.0,2019-11-15 05:51:26,围网
17527,29.94283333333333,122.31438888888887,0.0,0.0,2019-11-15 06:01:25,围网
17527,29.942916666666665,122.31433333333334,0.0,0.0,2019-11-15 06:11:25,围网
17527,29.94286111111111,122.31430555555555,0.0,0.0,2019-11-15 06:22:23,围网
17527,29.94286111111111,122.31433333333334,0.0,0.0,2019-11-15 06:31:25,围网
17527,29.94283333333333,122.31430555555555,0.0,0.0,2019-11-15 06:41:25,围网
17527,29.942888888888888,122.31436111111113,0.0,0.0,2019-11-15 06:51:25,围网
17527,29.94283333333333,122.31433333333334,0.0,0.0,2019-11-15 07:01:25,围网
17527,29.94283333333333,122.31430555555555,0.0,0.0,2019-11-15 07:11:25,围网
17527,29.94286111111111,122.3142777777778,0.0,0.0,2019-11-15 07:21:25,围网
17527,29.942888888888888,122.31422222222223,0.0,0.0,2019-11-15 07:31:25,围网
17527,29.94294444444445,122.31422222222223,0.0,0.0,2019-11-15 07:41:25,围网
17527,29.942972222222235,122.31422222222223,0.0,0.0,2019-11-15 07:51:25,围网
17527,29.94275,122.31394444444445,0.0,0.0,2019-11-15 08:01:25,围网
17527,29.942694444444445,122.31394444444445,0.0,0.0,2019-11-15 08:11:25,围网
17527,29.942611111111113,122.31394444444445,0.0,0.0,2019-11-15 08:22:22,围网
17527,29.942638888888887,122.31394444444445,0.0,0.0,2019-11-15 08:31:24,围网
17527,29.942666666666664,122.31394444444445,0.0,0.0,2019-11-15 08:41:24,围网
17527,29.942666666666664,122.31391666666666,0.0,0.0,2019-11-15 08:51:24,围网
