渔船ID,lat,lon,速度,方向,time,type
7500,31.601222222222226,122.83016666666668,2.4,114.0,2018-09-11 16:33:01,围网
7500,31.59836111111111,122.83805555555556,2.8,110.0,2018-09-11 16:43:01,围网
7500,31.59622222222222,122.84588888888894,2.2,113.0,2018-09-11 16:53:01,围网
7500,31.593777777777767,122.85361111111106,2.8,113.0,2018-09-11 17:03:01,围网
7500,31.591,122.86124999999998,2.6,118.0,2018-09-11 17:13:01,围网
7500,31.58825,122.86922222222222,3.2,124.0,2018-09-11 17:23:01,围网
7500,31.585666666666665,122.87608333333333,2.7,100.0,2018-09-11 17:33:01,围网
7500,31.58297222222223,122.88308333333332,2.2,110.0,2018-09-11 17:43:01,围网
7500,31.58002777777777,122.88977777777781,2.7,105.0,2018-09-11 17:53:01,围网
7500,31.574472222222226,122.90263888888887,1.0,121.0,2018-09-11 18:13:01,围网
7500,31.57208333333333,122.90866666666668,1.1,106.0,2018-09-11 18:23:01,围网
7500,31.567416666666666,122.91347222222224,2.7,164.0,2018-09-11 18:33:01,围网
7500,31.561277777777786,122.91711111111113,2.5,143.0,2018-09-11 18:43:01,围网
7500,31.557305555555555,122.92244444444445,1.1,119.0,2018-09-11 18:53:01,围网
7500,31.55313888888889,122.92669444444445,3.6,158.0,2018-09-11 19:03:01,围网
7500,31.547888888888888,122.92969444444445,1.4,165.0,2018-09-11 19:13:01,围网
7500,31.54119444444445,122.9297222222222,2.3,174.0,2018-09-11 19:23:01,围网
7500,31.543805555555558,122.92722222222223,0.1,0.0,2018-09-11 19:33:01,围网
7500,31.540055555555558,122.92263888888887,0.4,0.0,2018-09-11 19:43:01,围网
7500,31.54588888888889,122.92936111111112,5.6,42.0,2018-09-11 19:53:01,围网
7500,31.559444444444445,122.9405,5.1,32.0,2018-09-11 20:03:01,围网
7500,31.56572222222222,122.94630555555555,3.8,266.0,2018-09-11 20:13:01,围网
7500,31.56238888888889,122.93772222222222,2.7,255.0,2018-09-11 20:23:01,围网
7500,31.561416666666666,122.92958333333333,1.8,255.0,2018-09-11 20:33:01,围网
7500,31.560527777777786,122.92163888888888,2.1,252.0,2018-09-11 20:43:01,围网
7500,31.5595,122.91383333333334,1.8,253.0,2018-09-11 20:53:01,围网
7500,31.558555555555557,122.90591666666668,3.0,276.0,2018-09-11 21:03:01,围网
7500,31.55825,122.89797222222224,2.8,275.0,2018-09-11 21:13:01,围网
7500,31.55769444444445,122.88972222222223,2.7,265.0,2018-09-11 21:23:01,围网
7500,31.55863888888889,122.88177777777777,2.7,276.0,2018-09-11 21:33:01,围网
7500,31.55911111111111,122.8737222222222,3.2,280.0,2018-09-11 21:43:01,围网
7500,31.559777777777786,122.86544444444445,2.4,279.0,2018-09-11 21:53:01,围网
7500,31.56063888888889,122.85716666666666,2.6,289.0,2018-09-11 22:03:01,围网
7500,31.561888888888888,122.84880555555556,2.6,271.0,2018-09-11 22:13:01,围网
7500,31.5635,122.84058333333333,1.2,273.0,2018-09-11 22:23:01,围网
7500,31.565472222222233,122.83233333333332,2.4,303.0,2018-09-11 22:33:01,围网
7500,31.56758333333333,122.82413888888887,1.4,285.0,2018-09-11 22:43:01,围网
7500,31.569777777777766,122.81608333333332,2.1,292.0,2018-09-11 22:53:01,围网
7500,31.573694444444442,122.80025,2.0,275.0,2018-09-11 23:13:01,围网
7500,31.575027777777766,122.79236111111106,3.2,286.0,2018-09-11 23:23:01,围网
7500,31.576472222222232,122.78555555555555,1.8,294.0,2018-09-11 23:33:01,围网
7500,31.577666666666666,122.77861111111108,2.1,276.0,2018-09-11 23:43:01,围网
7500,31.57875,122.77208333333333,1.4,279.0,2018-09-11 23:53:01,围网
7500,31.58075,122.7595277777778,1.8,273.0,2018-09-12 00:13:01,围网
7500,31.581722222222233,122.75358333333332,2.5,284.0,2018-09-12 00:23:01,围网
7500,31.58333333333333,122.74775,1.6,289.0,2018-09-12 00:33:01,围网
7500,31.586361111111113,122.74183333333336,1.4,269.0,2018-09-12 00:43:01,围网
7500,31.58958333333333,122.73611111111113,2.4,304.0,2018-09-12 00:53:01,围网
7500,31.592805555555554,122.73066666666666,2.4,281.0,2018-09-12 01:03:01,围网
7500,31.596055555555555,122.72541666666666,1.7,310.0,2018-09-12 01:13:01,围网
7500,31.599472222222207,122.72063888888893,1.5,317.0,2018-09-12 01:23:01,围网
7500,31.600500000000004,122.72297222222224,1.7,169.0,2018-09-12 01:33:01,围网
7500,31.60244444444445,122.723,1.5,357.0,2018-09-12 01:43:01,围网
7500,31.60758333333333,122.72152777777778,2.3,341.0,2018-09-12 01:53:01,围网
7500,31.598861111111113,122.72427777777777,6.5,175.0,2018-09-12 02:03:01,围网
7500,31.591555555555548,122.72769444444445,1.6,2.0,2018-09-12 02:13:01,围网
7500,31.596055555555555,122.73402777777777,2.4,70.0,2018-09-12 02:23:01,围网
7500,31.59697222222222,122.74180555555556,2.7,137.0,2018-09-12 02:33:01,围网
7500,31.59633333333333,122.74933333333334,2.1,108.0,2018-09-12 02:43:01,围网
7500,31.59572222222221,122.75688888888888,2.5,92.0,2018-09-12 02:53:01,围网
7500,31.595166666666664,122.76438888888887,2.5,88.0,2018-09-12 03:03:01,围网
7500,31.59469444444445,122.77205555555555,2.6,92.0,2018-09-12 03:13:01,围网
7500,31.59422222222221,122.77966666666666,2.1,88.0,2018-09-12 03:23:01,围网
7500,31.530638888888888,122.91086111111113,2.9,0.0,2018-09-12 07:13:01,围网
7500,31.5255,122.91413888888887,1.9,0.0,2018-09-12 07:23:01,围网
7500,31.520166666666665,122.91638888888887,1.9,178.0,2018-09-12 07:33:01,围网
7500,31.521,122.91405555555555,1.8,331.0,2018-09-12 07:43:01,围网
7500,31.51902777777777,122.91186111111112,2.0,212.0,2018-09-12 07:53:01,围网
7500,31.519444444444442,122.91033333333334,6.4,353.0,2018-09-12 08:03:01,围网
