渔船ID,lat,lon,速度,方向,time,type
878,30.71961111111111,122.78841666666666,0.4,0.0,2019-01-11 10:29:06,拖网
878,30.719638888888888,122.7885,0.3,0.0,2019-01-11 10:39:06,拖网
878,30.719555555555548,122.7884722222222,0.5,0.0,2019-01-11 10:49:06,拖网
878,30.7195,122.7884722222222,0.2,0.0,2019-01-11 10:59:06,拖网
878,30.71972222222222,122.78844444444445,0.5,82.0,2019-01-11 11:09:25,拖网
878,30.71983333333333,122.78858333333332,0.1,0.0,2019-01-11 11:19:06,拖网
878,30.719777777777768,122.7884722222222,0.2,0.0,2019-01-11 11:29:06,拖网
878,30.71975,122.78844444444445,0.1,0.0,2019-01-11 11:39:06,拖网
878,30.719777777777768,122.78852777777777,0.3,0.0,2019-01-11 11:49:06,拖网
878,30.71972222222222,122.78844444444445,0.2,0.0,2019-01-11 11:59:06,拖网
878,30.719638888888888,122.78838888888887,0.2,0.0,2019-01-11 12:09:06,拖网
878,30.71975,122.7884722222222,1.0,349.0,2019-01-11 12:19:06,拖网
878,30.71983333333333,122.78852777777777,0.2,0.0,2019-01-11 12:29:06,拖网
878,30.719777777777768,122.7885,0.1,0.0,2019-01-11 12:39:06,拖网
878,30.719805555555553,122.78852777777777,0.2,0.0,2019-01-11 12:49:06,拖网
878,30.719805555555553,122.7884722222222,0.2,0.0,2019-01-11 12:59:06,拖网
878,30.719777777777768,122.7884722222222,0.3,0.0,2019-01-11 13:09:06,拖网
878,30.719805555555553,122.78836111111107,0.2,0.0,2019-01-11 13:19:06,拖网
878,30.71986111111111,122.78838888888887,0.1,0.0,2019-01-11 13:29:06,拖网
878,30.71972222222222,122.7884722222222,0.4,0.0,2019-01-11 13:39:06,拖网
878,30.719777777777768,122.7885,0.6,107.0,2019-01-11 13:49:06,拖网
878,30.719666666666665,122.78841666666666,0.4,0.0,2019-01-11 13:59:48,拖网
878,30.71969444444445,122.78844444444445,0.8,43.0,2019-01-11 14:09:06,拖网
878,30.71972222222222,122.78838888888887,0.2,0.0,2019-01-11 14:19:06,拖网
878,30.71975,122.7884722222222,0.2,0.0,2019-01-11 14:29:06,拖网
