渔船ID,lat,lon,速度,方向,time,type
5706,30.70305355555555,123.1054957777778,2.0,173.0,2017-08-25 06:17:59,拖网
5706,30.696942444444442,123.10669022222223,2.3,162.0,2017-08-25 06:27:59,拖网
5706,30.691136888888888,123.10810688888887,1.7,156.0,2017-08-25 06:37:59,拖网
5706,30.685636888888887,123.10977355555555,2.3,160.0,2017-08-25 06:47:59,拖网
5706,30.679803555555555,123.11027355555555,2.4,168.0,2017-08-25 06:57:59,拖网
5706,30.674248,123.11066244444444,2.4,180.0,2017-08-25 07:07:59,拖网
5706,30.668775777777785,123.11019022222223,2.2,193.0,2017-08-25 07:17:59,拖网
5706,30.663470222222234,123.10863466666667,2.1,179.0,2017-08-25 07:28:03,拖网
5706,30.667109111111113,123.10830133333332,3.1,89.0,2017-08-25 07:38:02,拖网
5706,30.666025777777786,123.10807911111112,4.3,37.0,2017-08-25 07:48:02,拖网
5706,30.66538688888889,123.107968,3.2,55.0,2017-08-25 07:58:28,拖网
5706,30.664136888888887,123.10832911111113,4.0,352.0,2017-08-25 08:07:59,拖网
5706,30.66435911111111,123.10907911111113,1.0,207.0,2017-08-25 08:17:59,拖网
5706,30.664886888888887,123.10857911111113,0.6,303.0,2017-08-25 08:28:00,拖网
5706,30.665748,123.10755133333332,1.9,341.0,2017-08-25 08:37:59,拖网
5706,30.666859111111112,123.10646799999999,1.4,346.0,2017-08-25 08:47:59,拖网
5706,30.65919244444445,123.10938466666668,8.2,166.0,2017-08-25 08:57:59,拖网
5706,30.64208133333333,123.11302355555556,5.2,177.0,2017-08-25 09:08:01,拖网
5706,30.63544244444445,123.11241244444444,7.4,203.0,2017-08-25 09:18:01,拖网
5706,30.639164666666666,123.109718,2.3,357.0,2017-08-25 09:27:59,拖网
5706,30.645359111111112,123.10910688888887,2.2,340.0,2017-08-25 09:37:59,拖网
5706,30.651303555555554,123.10416244444444,2.6,314.0,2017-08-25 09:47:59,拖网
5706,30.65605355555555,123.09855133333332,2.5,319.0,2017-08-25 09:57:59,拖网
5706,30.661414666666666,123.09344022222223,2.6,303.0,2017-08-25 10:08:27,拖网
5706,30.66647022222222,123.08905133333334,2.5,327.0,2017-08-25 10:17:58,拖网
5706,30.671998,123.08419022222223,2.5,329.0,2017-08-25 10:27:58,拖网
5706,30.677470222222233,123.07932911111112,2.5,316.0,2017-08-25 10:37:58,拖网
5706,30.682997999999998,123.07457911111106,2.0,330.0,2017-08-25 10:47:58,拖网
5706,30.68869244444444,123.0699957777778,2.6,344.0,2017-08-25 10:57:58,拖网
5706,30.694525777777766,123.06555133333336,2.6,321.0,2017-08-25 11:07:58,拖网
5706,30.70041466666667,123.06152355555555,2.6,334.0,2017-08-25 11:17:58,拖网
5706,30.70685911111111,123.05852355555555,2.6,340.0,2017-08-25 11:27:58,拖网
5706,30.713164666666664,123.05555133333334,2.5,338.0,2017-08-25 11:37:58,拖网
5706,30.71935911111111,123.05255133333334,2.8,332.0,2017-08-25 11:47:58,拖网
5706,30.725859111111113,123.05032911111113,2.9,351.0,2017-08-25 11:57:58,拖网
5706,30.732525777777767,123.04944022222223,2.6,347.0,2017-08-25 12:07:58,拖网
5706,30.73897022222221,123.04805133333336,2.4,354.0,2017-08-25 12:17:58,拖网
5706,30.745303555555555,123.046718,2.6,353.0,2017-08-25 12:27:58,拖网
5706,30.751942444444442,123.04605133333334,3.5,347.0,2017-08-25 12:37:58,拖网
5706,30.75827577777777,123.04716244444445,4.2,0.0,2017-08-25 12:47:58,拖网
5706,30.764692444444442,123.04766244444444,6.1,355.0,2017-08-25 12:57:58,拖网
5706,30.77133133333333,123.04891244444444,2.3,33.0,2017-08-25 13:08:28,拖网
5706,30.77708133333333,123.05080133333334,2.4,14.0,2017-08-25 13:17:58,拖网
5706,30.78291466666667,123.05302355555555,2.1,21.0,2017-08-25 13:27:58,拖网
5706,30.78869244444445,123.05524577777777,2.2,35.0,2017-08-25 13:37:58,拖网
5706,30.794109111111112,123.05794022222223,2.1,30.0,2017-08-25 13:47:58,拖网
5706,30.799692444444442,123.05935688888893,2.0,6.0,2017-08-25 13:57:58,拖网
5706,30.80522022222221,123.05969022222222,1.8,352.0,2017-08-25 14:07:58,拖网
5706,30.80266466666667,123.05991244444445,0.9,223.0,2017-08-25 14:17:58,拖网
5706,30.802359111111112,123.06116244444445,4.2,332.0,2017-08-25 14:27:58,拖网
5706,30.803470222222234,123.06157911111113,0.1,0.0,2017-08-25 14:37:58,拖网
5706,30.803859111111112,123.06130133333332,0.5,243.0,2017-08-25 14:47:58,拖网
5706,30.804164666666665,123.06110688888893,0.9,271.0,2017-08-25 14:57:58,拖网
5706,30.80447022222221,123.06110688888893,0.8,280.0,2017-08-25 15:07:58,拖网
5706,30.804553555555554,123.0609957777778,0.8,278.0,2017-08-25 15:17:58,拖网
5706,30.80458133333333,123.06082911111113,0.4,98.0,2017-08-25 15:27:58,拖网
5706,30.804498,123.06055133333334,1.1,253.0,2017-08-25 15:37:58,拖网
5706,30.80447022222221,123.060968,0.2,0.0,2017-08-25 15:47:58,拖网
5706,30.801164666666665,123.06055133333334,2.6,176.0,2017-08-25 15:57:57,拖网
5706,30.77463688888889,123.053718,10.7,193.0,2017-08-25 16:08:10,拖网
5706,30.76105355555556,123.05194022222223,2.1,169.0,2017-08-25 16:18:09,拖网
5706,30.755303555555553,123.05232911111112,1.9,183.0,2017-08-25 16:27:57,拖网
5706,30.74969244444444,123.05127355555555,1.9,198.0,2017-08-25 16:37:57,拖网
5706,30.74383133333333,123.05038466666667,2.4,177.0,2017-08-25 16:47:57,拖网
