渔船ID,lat,lon,速度,方向,time,type
15243,30.14463888888889,122.73819444444445,5.6,69.0,2018-11-18 17:14:01,刺网
15243,30.15238888888889,122.75675,6.3,54.0,2018-11-18 17:24:01,刺网
15243,30.159805555555554,122.77613888888888,7.8,66.0,2018-11-18 17:34:01,刺网
15243,30.168416666666666,122.79388888888887,6.1,52.0,2018-11-18 17:44:01,刺网
15243,30.176305555555558,122.81294444444444,5.4,54.0,2018-11-18 17:54:01,刺网
15243,30.184,122.83311111111112,7.5,58.0,2018-11-18 18:05:01,刺网
15243,30.19183333333333,122.85152777777776,4.8,56.0,2018-11-18 18:14:01,刺网
15243,30.200527777777786,122.87041666666666,6.7,62.0,2018-11-18 18:24:01,刺网
15243,30.20813888888889,122.89047222222223,8.3,63.0,2018-11-18 18:34:01,刺网
15243,30.217555555555553,122.9097777777778,6.6,51.0,2018-11-18 18:44:01,刺网
15243,30.22666666666667,122.92963888888887,6.0,63.0,2018-11-18 18:54:01,刺网
15243,30.23394444444445,122.94988888888888,7.1,63.0,2018-11-18 19:04:01,刺网
15243,30.24183333333333,122.97116666666668,6.8,54.0,2018-11-18 19:14:01,刺网
15243,30.25138888888889,122.99197222222222,7.3,59.0,2018-11-18 19:24:01,刺网
15243,30.25844444444445,123.01286111111106,5.9,51.0,2018-11-18 19:34:01,刺网
15243,30.267555555555553,123.03297222222223,7.3,49.0,2018-11-18 19:44:01,刺网
15243,30.27583333333333,123.05286111111113,8.5,58.0,2018-11-18 19:54:01,刺网
15243,30.29405555555556,123.09597222222222,8.4,53.0,2018-11-18 20:15:01,刺网
15243,30.301055555555557,123.11591666666666,7.7,73.0,2018-11-18 20:24:01,刺网
15243,30.31877777777777,123.15894444444444,7.9,69.0,2018-11-18 20:44:01,刺网
15243,30.32791666666667,123.17963888888887,7.5,50.0,2018-11-18 20:54:01,刺网
15243,30.33675,123.20136111111113,6.6,73.0,2018-11-18 21:04:01,刺网
15243,30.34588888888889,123.22308333333334,7.5,58.0,2018-11-18 21:14:01,刺网
15243,30.35425,123.24505555555555,7.6,88.0,2018-11-18 21:24:01,刺网
15243,30.36175,123.26736111111107,7.7,54.0,2018-11-18 21:34:01,刺网
15243,30.371277777777767,123.288,6.6,65.0,2018-11-18 21:44:01,刺网
15243,30.37966666666667,123.30852777777778,7.0,70.0,2018-11-18 21:54:01,刺网
15243,30.388,123.32925,6.9,77.0,2018-11-18 22:04:01,刺网
15243,30.396027777777785,123.35005555555556,7.0,71.0,2018-11-18 22:14:01,刺网
15243,30.40411111111111,123.37105555555556,7.4,64.0,2018-11-18 22:24:01,刺网
15243,30.41175,123.39147222222223,5.3,72.0,2018-11-18 22:34:01,刺网
15243,30.419888888888888,123.41208333333331,6.5,58.0,2018-11-18 22:44:01,刺网
15243,30.427972222222234,123.43166666666669,6.7,69.0,2018-11-18 22:54:01,刺网
15243,30.436777777777767,123.45047222222223,6.3,72.0,2018-11-18 23:04:01,刺网
15243,30.44544444444445,123.46941666666666,6.8,59.0,2018-11-18 23:14:01,刺网
15243,30.45441666666667,123.48911111111113,7.3,66.0,2018-11-18 23:24:01,刺网
15243,30.462777777777767,123.50841666666668,8.1,69.0,2018-11-18 23:34:01,刺网
15243,30.471555555555554,123.52844444444445,7.1,61.0,2018-11-18 23:44:01,刺网
15243,30.48038888888889,123.54975,7.7,55.0,2018-11-18 23:55:01,刺网
15243,31.348305555555555,125.06527777777778,3.0,156.0,2018-11-19 00:04:01,刺网
15243,30.496222222222233,123.58738888888894,6.4,61.0,2018-11-19 00:14:01,刺网
15243,30.50461111111111,123.60655555555556,10.6,100.0,2018-11-19 00:24:01,刺网
15243,30.512527777777766,123.62624999999998,6.3,61.0,2018-11-19 00:34:01,刺网
15243,30.520222222222234,123.6454722222222,6.6,67.0,2018-11-19 00:44:01,刺网
15243,30.527527777777767,123.66494444444444,5.9,68.0,2018-11-19 00:54:01,刺网
15243,30.535027777777767,123.68447222222223,6.1,78.0,2018-11-19 01:04:01,刺网
15243,30.542222222222232,123.70308333333334,7.5,71.0,2018-11-19 01:14:01,刺网
15243,30.550916666666666,123.72216666666668,5.0,62.0,2018-11-19 01:25:01,刺网
15243,30.55808333333333,123.74041666666666,6.6,65.0,2018-11-19 01:34:01,刺网
15243,30.565555555555555,123.75938888888888,7.0,58.0,2018-11-19 01:44:01,刺网
15243,30.573,123.77808333333333,6.9,61.0,2018-11-19 01:54:01,刺网
15243,30.58,123.79716666666668,7.3,64.0,2018-11-19 02:04:01,刺网
15243,30.586972222222233,123.81533333333334,7.8,66.0,2018-11-19 02:14:01,刺网
15243,30.594027777777768,123.834,6.6,64.0,2018-11-19 02:24:01,刺网
15243,30.60108333333333,123.8525,6.7,58.0,2018-11-19 02:34:01,刺网
15243,30.607722222222232,123.87152777777777,6.6,65.0,2018-11-19 02:44:01,刺网
15243,30.61444444444445,123.89075,8.1,59.0,2018-11-19 02:54:01,刺网
15243,30.621388888888887,123.90961111111113,5.6,55.0,2018-11-19 03:04:01,刺网
15243,30.62875,123.92911111111113,6.7,62.0,2018-11-19 03:14:01,刺网
15243,30.63558333333333,123.94766666666668,5.7,58.0,2018-11-19 03:24:01,刺网
15243,30.641666666666666,123.96716666666669,6.2,60.0,2018-11-19 03:34:01,刺网
15243,30.648138888888887,123.98683333333334,7.2,86.0,2018-11-19 03:44:01,刺网
15243,30.654555555555554,124.00613888888887,7.5,68.0,2018-11-19 03:54:01,刺网
15243,30.66263888888889,124.02675,6.6,64.0,2018-11-19 04:05:01,刺网
15243,30.66916666666667,124.04405555555556,6.3,62.0,2018-11-19 04:14:01,刺网
15243,30.67708333333333,124.06508333333332,5.9,68.0,2018-11-19 04:25:01,刺网
15243,30.68386111111111,124.08275,6.8,67.0,2018-11-19 04:34:01,刺网
15243,30.69147222222222,124.10208333333333,7.0,71.0,2018-11-19 04:44:01,刺网
15243,30.699333333333332,124.12122222222222,6.4,53.0,2018-11-19 04:54:01,刺网
15243,30.70797222222223,124.14033333333334,7.7,63.0,2018-11-19 05:04:01,刺网
15243,30.715666666666664,124.15913888888888,7.1,62.0,2018-11-19 05:14:01,刺网
15243,30.723722222222207,124.1790277777778,6.6,70.0,2018-11-19 05:24:01,刺网
15243,30.732388888888888,124.19830555555555,6.5,70.0,2018-11-19 05:34:01,刺网
15243,30.74116666666667,124.21766666666667,5.7,62.0,2018-11-19 05:44:01,刺网
15243,30.75638888888889,124.25802777777777,8.0,71.0,2018-11-19 06:04:01,刺网
15243,30.76458333333333,124.27883333333332,7.1,73.0,2018-11-19 06:14:01,刺网
15243,30.77261111111111,124.29963888888894,6.3,67.0,2018-11-19 06:24:01,刺网
15243,30.781277777777767,124.32005555555556,7.1,66.0,2018-11-19 06:34:01,刺网
15243,30.78994444444445,124.34111111111108,6.4,58.0,2018-11-19 06:44:01,刺网
15243,30.79797222222223,124.3622777777778,6.4,55.0,2018-11-19 06:54:01,刺网
15243,30.80713888888889,124.38263888888888,7.6,58.0,2018-11-19 07:04:01,刺网
15243,30.814972222222234,124.40397222222224,8.0,74.0,2018-11-19 07:14:01,刺网
15243,30.820666666666664,124.427,12.0,98.0,2018-11-19 07:24:01,刺网
15243,30.82833333333333,124.45061111111113,8.1,65.0,2018-11-19 07:35:01,刺网
15243,30.835361111111112,124.47280555555555,6.8,70.0,2018-11-19 07:44:01,刺网
15243,30.84236111111111,124.49602777777778,9.0,75.0,2018-11-19 07:54:01,刺网
15243,30.84844444444445,124.52,8.8,72.0,2018-11-19 08:04:01,刺网
15243,30.85594444444445,124.54280555555556,6.9,80.0,2018-11-19 08:14:01,刺网
15243,30.86291666666667,124.56611111111113,7.1,79.0,2018-11-19 08:24:01,刺网
15243,30.870361111111112,124.58936111111107,6.4,72.0,2018-11-19 08:34:01,刺网
15243,30.87741666666667,124.61280555555555,7.8,66.0,2018-11-19 08:44:01,刺网
15243,30.884777777777767,124.63783333333336,8.1,83.0,2018-11-19 08:55:01,刺网
15243,30.891666666666666,124.66080555555556,8.6,78.0,2018-11-19 09:04:01,刺网
15243,30.89913888888889,124.68544444444444,8.6,65.0,2018-11-19 09:14:01,刺网
15243,30.90661111111111,124.70925,7.7,67.0,2018-11-19 09:24:01,刺网
15243,30.914,124.73338888888892,8.1,63.0,2018-11-19 09:34:01,刺网
15243,30.921527777777786,124.75758333333332,7.0,65.0,2018-11-19 09:44:01,刺网
15243,30.92886111111111,124.78180555555555,8.8,77.0,2018-11-19 09:54:01,刺网
15243,30.93611111111111,124.80591666666666,7.8,48.0,2018-11-19 10:04:01,刺网
15243,30.944388888888888,124.8305,7.2,69.0,2018-11-19 10:15:01,刺网
15243,30.964805555555554,124.87097222222219,8.6,50.0,2018-11-19 10:34:01,刺网
15243,30.975277777777766,124.89266666666668,7.7,59.0,2018-11-19 10:44:01,刺网
15243,30.98325,124.91669444444445,7.4,65.0,2018-11-19 10:54:01,刺网
15243,30.991194444444453,124.94119444444445,8.0,63.0,2018-11-19 11:04:01,刺网
15243,31.00033333333333,124.96536111111112,9.9,69.0,2018-11-19 11:15:01,刺网
15243,31.00833333333333,124.98825,7.8,42.0,2018-11-19 11:24:01,刺网
15243,31.02722222222221,124.9922777777778,7.7,16.0,2018-11-19 11:34:01,刺网
15243,31.04666666666667,124.99672222222223,5.7,3.0,2018-11-19 11:44:01,刺网
15243,31.066055555555558,125.00033333333334,10.0,11.0,2018-11-19 11:54:01,刺网
15243,31.08597222222221,125.00308333333334,7.5,359.0,2018-11-19 12:05:01,刺网
15243,31.10433333333333,125.00536111111113,7.1,1.0,2018-11-19 12:14:01,刺网
15243,31.12369444444445,125.00969444444445,7.1,0.0,2018-11-19 12:24:01,刺网
15243,31.142805555555555,125.01302777777776,7.3,5.0,2018-11-19 12:34:01,刺网
15243,31.16222222222222,125.01755555555556,7.5,11.0,2018-11-19 12:44:01,刺网
15243,31.181694444444453,125.02136111111106,7.6,15.0,2018-11-19 12:54:01,刺网
15243,31.20069444444444,125.02636111111107,7.2,12.0,2018-11-19 13:04:01,刺网
15243,31.219638888888888,125.03105555555555,6.9,19.0,2018-11-19 13:14:01,刺网
15243,31.23911111111111,125.03469444444444,7.9,8.0,2018-11-19 13:24:01,刺网
15243,31.25819444444444,125.03872222222222,7.9,18.0,2018-11-19 13:34:01,刺网
15243,31.27722222222221,125.041,6.5,13.0,2018-11-19 13:44:01,刺网
15243,31.29519444444445,125.0409722222222,6.9,14.0,2018-11-19 13:54:01,刺网
15243,31.314777777777767,125.04136111111107,6.3,350.0,2018-11-19 14:05:01,刺网
15243,31.33280555555556,125.04180555555556,6.9,9.0,2018-11-19 14:14:01,刺网
15243,31.347805555555553,125.04555555555555,2.1,101.0,2018-11-19 14:24:01,刺网
15243,31.3445,125.0452222222222,2.4,196.0,2018-11-19 14:34:01,刺网
15243,31.340944444444442,125.04402777777777,2.1,200.0,2018-11-19 14:44:01,刺网
15243,31.33763888888889,125.0422222222222,0.8,214.0,2018-11-19 14:54:01,刺网
15243,31.3345,125.0397777777778,0.4,0.0,2018-11-19 15:04:01,刺网
15243,31.33130555555556,125.03763888888888,2.3,216.0,2018-11-19 15:14:01,刺网
15243,31.32833333333333,125.03475,2.2,214.0,2018-11-19 15:24:01,刺网
15243,31.32536111111111,125.03230555555555,1.7,221.0,2018-11-19 15:34:01,刺网
15243,31.32263888888889,125.02958333333332,1.4,214.0,2018-11-19 15:44:01,刺网
15243,31.320027777777767,125.02691666666666,1.9,208.0,2018-11-19 15:54:01,刺网
15243,31.31775,125.02433333333332,2.9,223.0,2018-11-19 16:04:01,刺网
15243,31.315777777777786,125.02111111111113,1.2,0.0,2018-11-19 16:14:01,刺网
15243,31.31388888888889,125.01788888888888,1.4,0.0,2018-11-19 16:24:01,刺网
15243,31.31183333333333,125.01494444444445,0.6,233.0,2018-11-19 16:35:01,刺网
15243,31.310416666666665,125.01175,2.4,230.0,2018-11-19 16:44:01,刺网
15243,31.309027777777786,125.0085277777778,1.7,230.0,2018-11-19 16:54:01,刺网
15243,31.322944444444442,125.02044444444445,8.3,8.0,2018-11-19 17:04:01,刺网
