渔船ID,lat,lon,速度,方向,time,type
14873,29.91458333333333,122.72558333333332,2.0,348.0,2019-12-17 03:08:04,刺网
14873,29.919027777777767,122.72741666666668,2.2,26.0,2019-12-17 03:18:19,刺网
14873,29.92316666666667,122.72872222222222,1.9,13.0,2019-12-17 03:27:59,刺网
14873,29.927277777777785,122.73016666666668,1.7,9.0,2019-12-17 03:38:00,刺网
14873,29.93113888888889,122.73158333333332,2.0,28.0,2019-12-17 03:47:59,刺网
14873,29.933722222222233,122.73319444444445,2.5,76.0,2019-12-17 03:57:59,刺网
14873,29.930222222222234,122.73211111111112,1.0,198.0,2019-12-17 04:07:59,刺网
14873,29.9295,122.73413888888888,1.5,47.0,2019-12-17 04:17:59,刺网
14873,29.930750000000003,122.73766666666668,1.9,63.0,2019-12-17 04:27:59,刺网
14873,29.91786111111111,122.72641666666668,8.4,225.0,2019-12-17 04:37:59,刺网
14873,29.909388888888888,122.71963888888894,4.0,221.0,2019-12-17 04:47:59,刺网
14873,29.904305555555553,122.71883333333334,1.7,198.0,2019-12-17 04:57:59,刺网
14873,29.89938888888889,122.71894444444445,1.2,179.0,2019-12-17 05:07:59,刺网
14873,29.89477777777777,122.71894444444445,1.0,186.0,2019-12-17 05:17:59,刺网
14873,29.89025,122.71891666666666,2.1,177.0,2019-12-17 05:27:59,刺网
14873,29.885222222222207,122.71886111111112,1.0,184.0,2019-12-17 05:37:59,刺网
14873,29.87991666666667,122.71875,1.5,188.0,2019-12-17 05:48:19,刺网
14873,29.87491666666667,122.71891666666666,2.0,177.0,2019-12-17 05:57:59,刺网
14873,29.86975,122.71894444444445,1.8,185.0,2019-12-17 06:07:59,刺网
14873,29.86433333333333,122.71894444444445,2.2,177.0,2019-12-17 06:17:59,刺网
14873,29.85925,122.71908333333332,1.6,168.0,2019-12-17 06:27:59,刺网
14873,29.85425,122.71897222222222,1.6,170.0,2019-12-17 06:37:59,刺网
14873,29.849722222222233,122.71816666666666,2.0,218.0,2019-12-17 06:47:59,刺网
14873,29.84036111111111,122.71655555555556,1.6,188.0,2019-12-17 07:07:59,刺网
14873,29.83558333333333,122.71622222222223,1.9,189.0,2019-12-17 07:17:59,刺网
14873,29.83072222222221,122.71577777777777,1.6,167.0,2019-12-17 07:27:59,刺网
14873,29.825722222222232,122.71555555555555,1.8,183.0,2019-12-17 07:38:01,刺网
14873,29.82072222222222,122.71533333333336,2.9,146.0,2019-12-17 07:47:59,刺网
14873,29.81541666666667,122.71591666666669,1.5,172.0,2019-12-17 07:58:19,刺网
14873,29.810305555555555,122.71761111111113,1.6,174.0,2019-12-17 08:09:13,刺网
14873,29.80619444444445,122.71819444444445,1.8,167.0,2019-12-17 08:17:58,刺网
14873,29.801361111111113,122.71766666666667,2.1,192.0,2019-12-17 08:27:58,刺网
14873,29.796611111111112,122.71736111111107,1.6,186.0,2019-12-17 08:37:58,刺网
14873,29.79191666666667,122.71725,2.4,285.0,2019-12-17 08:47:58,刺网
14873,29.782916666666665,122.71594444444445,1.3,201.0,2019-12-17 09:07:58,刺网
14873,29.77863888888889,122.7150277777778,1.3,195.0,2019-12-17 09:17:58,刺网
14873,29.77441666666667,122.7135,1.6,194.0,2019-12-17 09:27:58,刺网
